link,position,snippet,source,thumbnail,title,date_clean,date_only,year,month,day,weekday,hour,Sentiment
https://www.fox10phoenix.com/video/1711138,25,"Anchors Brian Webb & Ashlie Rodriguez and Executive Producer Trenton Hooker talk about the day's top stories, from the latest on the armed man who impersonated a police officer at the Charlie Kirk ...",FOX 10 Phoenix,https://www.bing.com/th?id=OVFT.placeholder&pid=News,"Latest on Charlie Kirk memorial, Mesa family recovers after stabbing | FOX 10 Talks",2025-09-21T12:48:38Z,2025-09-21,2025,9,21,Sunday,12,neutral
https://www.msn.com/en-us/sports/other/aggies-close-in-on-longhorns-in-latest-college-football-rankings/ar-AA1MYgsG?ocid=BingNewsVerp,26,"Social media is already buzzing about how the Aggies will perform against the Longhorns in November, after two very different games last weekend.",Heavy on MSN,https://www.bing.com/th?id=OVFT.placeholder&pid=News,Aggies Close in on Longhorns in Latest College Football Rankings,2025-09-21T12:48:38Z,2025-09-21,2025,9,21,Sunday,12,neutral
https://www.nytimes.com/interactive/polls/virginia-governor-election-polls-2025.html,27,Track the latest polls about Democrat Abigail Spanberger and Republican Winsome Earle-Sears in the Virginia gubernatorial ...,The New York Times,https://www.bing.com/th?id=OVFT.Mj821kx0M4IST7Ljwja6By&pid=News&w=234&h=132&c=14&rs=2&qlt=90,Virginia Governor Election 2025: Latest Polls,2025-09-19T12:48:38Z,2025-09-19,2025,9,19,Friday,12,neutral
https://www.espn.com/nfl/story?id=46306378,28,"We're following every move before the 2025 NFL trade deadline, which passes at 4 p.m. ET on Nov. 4. Which players have changed teams?",ESPN,https://www.bing.com/th?id=OVFT.placeholder&pid=News,"2025 NFL trade deadline tracker: Latest deals, news",2025-09-23T21:48:38Z,2025-09-23,2025,9,23,Tuesday,21,neutral
https://www.washingtonpost.com/national/2025/09/17/israel-hamas-war-qatar-latest-09-17-2025/d8e520fc-9394-11f0-8336-4757e168ec2a_story.html,29,"Israeli forces are pressing on with a new ground offensive in Gaza City as strikes overnight across the Palestinian territory killed at least 16 people, including women and children ...",The Washington Post,https://www.bing.com/th?id=OVFT.placeholder&pid=News,The Latest: Israeli military presses on with its new ground offensive on Gaza City,2025-09-18T12:48:38Z,2025-09-18,2025,9,18,Thursday,12,negative
https://www.nextgov.com/acquisition/2025/09/microsoft-offers-major-discounts-government-customers-latest-onegov-deal/407812/,30,"The discounts could be worth as much as $3.1 billion in year one, according to the General Services Administration. The General Services Administration announced a OneGov agreement with Microsoft ...",Nextgov,https://www.bing.com/th?id=OVFT.placeholder&pid=News,Microsoft offers major discounts to government customers in latest ‘OneGov’ deal,2025-09-02T12:48:38Z,2025-09-02,2025,9,2,Tuesday,12,neutral
https://www.cnn.com/politics/live-news/trump-administration-epstein-files-09-03-25,31,Our live coverage of Trump’s presidency has ended for the day. Follow the latest updates or read through the posts below. The Trump administration is opening a new camp within a notorious state prison ...,CNN,https://www.bing.com/th?id=OVFT.placeholder&pid=News,"September 3, 2025: Trump administration news",2025-09-04T12:48:38Z,2025-09-04,2025,9,4,Thursday,12,neutral
https://nypost.com/2025/09/07/us-news/trump-vows-to-punish-putin-russia-after-latest-deadly-assault-on-ukraine/,32,"President Trump on Sunday declared he is ready to move ahead with a new round of sanctions against Russia after it pummeled Ukraine with its largest air strike since the war began. Trump, asked by ...",New York Post,https://www.bing.com/th?id=OVFT.placeholder&pid=News,"Trump ready to punish Putin, Russia after latest deadly assault on Ukraine",2025-09-08T12:48:38Z,2025-09-08,2025,9,8,Monday,12,negative
https://www.si.com/wnba/angel-reeses-latest-technical-foul-suspension,33,"Angel Reese made headlines on Wednesday after she made comments about her Chicago Sky future, telling the Chicago Tribune that she would not be ""settling for the same s--- we did this year"" and urging ...",Sports Illustrated,https://www.bing.com/th?id=OVFT.placeholder&pid=News,Angel Reese's Latest Technical Foul Will Mean a Suspension,2025-09-04T12:48:38Z,2025-09-04,2025,9,4,Thursday,12,neutral
https://www.si.com/nfl/raiders/las-vegas-pete-carroll-chip-kelly-john-spytek-jakobi-meyers-amari-cooper-new-england-patriots,34,"HENDERSON, Nev.—Las Vegas Raiders coach Pete Carroll took a phone call today from WR Amari Cooper, who, after being back with the Silver and Black for only a few days, announced his retirement. While ...",Sports Illustrated,https://www.bing.com/th?id=OVFT.placeholder&pid=News,"Latest News on Jakobi Meyers, Amari Cooper Retires, and the Raiders Plans",2025-09-05T12:48:38Z,2025-09-05,2025,9,5,Friday,12,neutral
https://nypost.com/2025/09/05/us-news/trump-administration-targets-boston-in-latest-sanctuary-city-lawsuit/,35,The Trump administration sued the city of Boston and its leaders Thursday in its latest attempt to invalidate policies seen as interfering with immigration enforcement. The suit alleges that Boston’s ...,New York Post,https://www.bing.com/th?id=OVFT.placeholder&pid=News,Trump targets Boston in latest sanctuary city lawsuit — as mayor vows to ‘defend constitutional rights’,2025-09-06T12:48:38Z,2025-09-06,2025,9,6,Saturday,12,negative
https://www.nj.com/politics/2025/09/trump-is-underwater-across-major-issues-for-voters-new-poll-reveals.html,36,"President Donald Trump’s approval rating remains underwater across a number of issues, according to the latest Yahoo/YouGov poll. The poll found that Trump had a 42% approval rating among registered ...",NJ.com,https://www.bing.com/th?id=OVFT.placeholder&pid=News,"Trump is underwater across major issues for voters, new poll reveals",2025-09-05T12:48:38Z,2025-09-05,2025,9,5,Friday,12,neutral
https://www.cbsnews.com/news/inflation-pce-tariffs-consumer-spending-fed-rate-cut/,37,"Mary Cunningham is a reporter for CBS MoneyWatch. Before joining the business and finance vertical, she worked at ""60 Minutes,"" CBSNews.com and CBS News 24/7 as part of the CBS News Associate Program.",CBS News,https://www.bing.com/th?id=OVFT.placeholder&pid=News,Here are the biggest takeaways from the government's latest inflation data,2025-08-30T12:48:38Z,2025-08-30,2025,8,30,Saturday,12,neutral
https://www.onlineathens.com/story/news/courts/2025/09/04/latest-on-court-cases-of-father-son-charged-in-apalachee-high-shootings/85936602007/,38,"Court proceedings are ongoing for both the teenage suspect in the Apalachee High School shooting and his father. The 14-year-old suspect, Colt Gray, is charged with murder and may be considering a ...",Athens Banner-Herald,https://www.bing.com/th?id=OVFT.placeholder&pid=News,Latest on the court cases of the father and son charged in Apalachee High School shootings,2025-09-04T12:48:38Z,2025-09-04,2025,9,4,Thursday,12,negative
https://www.reuters.com/technology/idme-tops-2-billion-valuation-latest-fundraise-amid-push-combat-ai-driven-fraud-2025-09-03/,39,"Sept 3 (Reuters) - ID.me said on Wednesday it had raised $340 million across its latest funding round, combined with a credit facility, led by investment firm Ribbit Capital, valuing the digital ...",Reuters,https://www.bing.com/th?id=OVFT.placeholder&pid=News,ID.me tops $2 billion valuation in latest fundraise amid push to combat AI-driven fraud,2025-09-04T12:48:38Z,2025-09-04,2025,9,4,Thursday,12,neutral
https://www.fox5vegas.com/2025/09/03/want-latest-covid-19-vaccine-nevada-why-access-is-limited/,40,"LAS VEGAS (FOX5) — The latest COVID-19 vaccine for the fall season is coming to Nevada, but access is limited as pharmacies wait for more federal approval per state law. Last Wednesday, the Food and ...",FOX5 Las Vegas,https://www.bing.com/th?id=OVFT.placeholder&pid=News,Want the latest COVID-19 vaccine in Nevada? Why access is limited,2025-09-03T12:48:38Z,2025-09-03,2025,9,3,Wednesday,12,negative
https://www.ksat.com/weather/2025/09/03/latest-update-heavy-rainfall-for-some-this-weekend/,41,"Latest trends favor heavy rain Sunday evening into Monday, but keep in mind this timeline will be modified in the days ahead. (Copyright 2024 by KSAT - All rights ...",KSAT,https://www.bing.com/th?id=OVFT.placeholder&pid=News,LATEST UPDATE: Flash flooding risk late this weekend,2025-09-05T12:48:38Z,2025-09-05,2025,9,5,Friday,12,neutral
https://kstp.com/ap-top-news/the-latest-all-14-injured-kids-expected-to-survive-after-shooting-at-minneapolis-catholic-school/,42,"MINNEAPOLIS (AP) — A shooter opened fire Wednesday morning during Mass at a Minneapolis Catholic school, killing two children and injuring 17 other people before killing himself, officials said.",KSTP-TV,https://www.bing.com/th?id=OVFT.placeholder&pid=News,The Latest: All 14 injured kids expected to survive after shooting at Minneapolis Catholic school,2025-08-27T12:48:38Z,2025-08-27,2025,8,27,Wednesday,12,negative
https://www.fox23.com/news/the-latest-on-operation-safe-in-tulsa/article_94270b53-9091-4789-90c8-1ae01b59900c.html,43,"TULSA, Okla. — As Governor Stitt's Operation SAFE is put into action across Tulsa, FOX23 is bringing you the latest news and reactions throughout day one. FOX23 reported on Thursday when Oklahoma ...",Fox 23,https://www.bing.com/th?id=OVFT.placeholder&pid=News,The latest on Operation SAFE in Tulsa,2025-09-05T12:48:38Z,2025-09-05,2025,9,5,Friday,12,neutral
https://www.cbssports.com/nfl/news/nfl-futures-updates-latest-odds-best-bets-for-super-bowl-division-winners-and-more-ahead-of-opening-kickoff/,44,"The Dallas Cowboys and Philadelphia Eagles kick off the NFL season on Thursday. There's been a lot of odds movement for NFL futures this offseason, so let's check out where each team lies of the NFL ...",CBSSports.com,https://www.bing.com/th?id=OVFT.placeholder&pid=News,"NFL futures updates: Latest odds, best bets for Super Bowl, division winners and more ahead of opening kickoff",2025-09-03T12:48:38Z,2025-09-03,2025,9,3,Wednesday,12,neutral
